Schema,Code,StructureLabel,Description,AlphaBetaRatio
FMA (3.2),38491, Superficial muscle of posterior compartment of forearm, Superficial muscle of posterior compartment of forearm,0
FMA (3.2),65004, Superficial muscle of posterior compartment of leg, Superficial muscle of posterior compartment of leg,0
FMA (3.2),61217, Superficial parotid lymph node, Superficial parotid lymph node,0
FMA (3.2),224248, Superficial parotid lymphatic chain, Superficial parotid lymphatic chain,0
FMA (3.2),85042, Superficial perineal compartment, Superficial perineal compartment,0
FMA (3.2),19728, Superficial perineal muscle, Superficial perineal muscle,0
FMA (3.2),22062, Superficial perineal space, Superficial perineal space,0
FMA (3.2),44231, Superficial popliteal lymph node, Superficial popliteal lymph node,0
FMA (3.2),71852, Superficial popliteal lymph node group, Superficial popliteal lymph node group,0
FMA (3.2),32559, Superficial postvertebral muscle, Superficial postvertebral muscle,0
FMA (3.2),235660, Superficial radial lymphatic tree of forearm, Superficial radial lymphatic tree of forearm,0
FMA (3.2),235732, Superficial radial lymphatic tree of left forearm, Superficial radial lymphatic tree of left forearm,0
FMA (3.2),235730, Superficial radial lymphatic tree of right forearm, Superficial radial lymphatic tree of right forearm,0
FMA (3.2),236285, Superficial tibial lymphatic tree of left leg, Superficial tibial lymphatic tree of left leg,0
FMA (3.2),236277, Superficial tibial lymphatic tree of leg, Superficial tibial lymphatic tree of leg,0
FMA (3.2),236283, Superficial tibial lymphatic tree of right leg, Superficial tibial lymphatic tree of right leg,0
FMA (3.2),19731, Superficial transverse perineal muscle, Superficial transverse perineal muscle,0
FMA (3.2),235658, Superficial ulnar lymphatic tree of forearm, Superficial ulnar lymphatic tree of forearm,0
FMA (3.2),235728, Superficial ulnar lymphatic tree of left forearm, Superficial ulnar lymphatic tree of left forearm,0
FMA (3.2),235726, Superficial ulnar lymphatic tree of right forearm, Superficial ulnar lymphatic tree of right forearm,0
FMA (3.2),51238, Superior anastomotic vein, Superior anastomotic vein,0
FMA (3.2),277928, Superior anterior pancreaticoduodenal lymph node group, Superior anterior pancreaticoduodenal lymph node group,0
FMA (3.2),278444, Superior anterior pancreaticoduodenal lymphatic chain, Superior anterior pancreaticoduodenal lymphatic chain,0
FMA (3.2),4153, Superior aortic esophageal artery, Superior aortic esophageal artery,0
FMA (3.2),12862, Superior basal vein, Superior basal vein,0
FMA (3.2),45195, Superior bursa of biceps femoris, Superior bursa of biceps femoris,0
FMA (3.2),45197, Superior bursa of left biceps femoris, Superior bursa of left biceps femoris,0
FMA (3.2),45196, Superior bursa of right biceps femoris, Superior bursa of right biceps femoris,0
FMA (3.2),51232, Superior cerebellar vein, Superior cerebellar vein,0
FMA (3.2),50978, Superior cerebral vein, Superior cerebral vein,0
FMA (3.2),51329, Superior choroid vein, Superior choroid vein,0
FMA (3.2),74511, Superior cistern, Superior cistern,0
FMA (3.2),61238, Superior deep lateral cervical lymph node, Superior deep lateral cervical lymph node,0
FMA (3.2),66167, Superior diaphragmatic lymph node, Superior diaphragmatic lymph node,0
FMA (3.2),71762, Superior diaphragmatic lymph node group, Superior diaphragmatic lymph node group,0
FMA (3.2),16658, Superior gluteal lymph node, Superior gluteal lymph node,0
FMA (3.2),71833, Superior gluteal lymph node group, Superior gluteal lymph node group,0
FMA (3.2),18908, Superior gluteal vein, Superior gluteal vein,0
FMA (3.2),278188, Superior ileocolic lymph node, Superior ileocolic lymph node,0
FMA (3.2),278196, Superior ileocolic lymph node group, Superior ileocolic lymph node group,0
FMA (3.2),278396, Superior ileocolic lymphatic chain, Superior ileocolic lymphatic chain,0
FMA (3.2),223860, Superior lateral deep cervical lymphatic chain, Superior lateral deep cervical lymphatic chain,0
FMA (3.2),44301, Superior lateral inguinal lymph node, Superior lateral inguinal lymph node,0
FMA (3.2),233677, Superior left gastric lymph node group, Superior left gastric lymph node group,0
FMA (3.2),233286, Superior lingular bronchus lymph node group, Superior lingular bronchus lymph node group,0
FMA (3.2),8668, Superior lingular vein, Superior lingular vein,0
FMA (3.2),46693, Superior longitudinal muscle of tongue, Superior longitudinal muscle of tongue,0
FMA (3.2),233416, Superior lymph node group of left tracheobronchial lymphatic cha, Superior lymph node group of left tracheobronchial lymphatic cha,0
FMA (3.2),233414, Superior lymph node group of right tracheobronchial lymphatic ch, Superior lymph node group of right tracheobronchial lymphatic ch,0
FMA (3.2),71767, Superior lymph node group of tracheobronchial lymphatic chain, Superior lymph node group of tracheobronchial lymphatic chain,0
FMA (3.2),44297, Superior medial inguinal lymph node, Superior medial inguinal lymph node,0
FMA (3.2),276903, Superior mediastinal lymph node, Superior mediastinal lymph node,0
FMA (3.2),276993, Superior mediastinal lymph node group, Superior mediastinal lymph node group,0
FMA (3.2),14749, Superior Mesenteric Artery, Superior mesenteric artery,0
FMA (3.2),12793, Superior mesenteric lymph node, Superior mesenteric lymph node,0
FMA (3.2),277426, Superior mesenteric lymph node group proper, Superior mesenteric lymph node group proper,0
FMA (3.2),224296, Superior mesenteric lymphatic chain, Superior mesenteric lymphatic chain,0
FMA (3.2),14332, Superior Mesenteric Vein, Superior mesenteric vein,0
FMA (3.2),277395, Superior middle pre-aortic lymph node, Superior middle pre-aortic lymph node,0
FMA (3.2),278150, Superior middle pre-aortic lymph node group, Superior middle pre-aortic lymph node group,0
FMA (3.2),278408, Superior middle pre-aortic lymphatic chain, Superior middle pre-aortic lymphatic chain,0
FMA (3.2),53138, Superior nasal meatus, Superior nasal meatus,0
FMA (3.2),49039, Superior oblique, Superior oblique,0
FMA (3.2),61901, Superior occipital gyrus, Superior occipital gyrus,0
FMA (3.2),71794, Superior pancreatic lymph node group, Superior pancreatic lymph node group,0
FMA (3.2),277959, Superior pancreatic lymphatic chain, Superior pancreatic lymphatic chain,0
FMA (3.2),16624, Superior pancreaticoduodenal lymph node, Superior pancreaticoduodenal lymph node,0
FMA (3.2),71798, Superior pancreaticoduodenal lymph node group, Superior pancreaticoduodenal lymph node group,0
FMA (3.2),278466, Superior pancreaticoduodenal lymphatic chain, Superior pancreaticoduodenal lymphatic chain,0
FMA (3.2),55558, Superior parathyroid gland, Superior parathyroid gland,0
FMA (3.2),61899, Superior parietal lobule, Superior parietal lobule,0
FMA (3.2),229533, Superior part of left gastric lymphatic chain, Superior part of left gastric lymphatic chain,0
FMA (3.2),51350, Superior petrosal vein, Superior petrosal vein,0
FMA (3.2),4163, Superior phrenic artery, Superior phrenic artery,0
FMA (3.2),276776, Superior phrenic lymph node, Superior phrenic lymph node,0
FMA (3.2),78121, Superior phrenic vein, Superior phrenic vein,0
FMA (3.2),277930, Superior posterior pancreaticoduodenal lymph node group, Superior posterior pancreaticoduodenal lymph node group,0
FMA (3.2),278440, Superior posterior pancreaticoduodenal lymphatic chain, Superior posterior pancreaticoduodenal lymphatic chain,0
FMA (3.2),277380, Superior pre-aortic lymph node, Superior pre-aortic lymph node,0
FMA (3.2),278144, Superior pre-aortic lymph node group, Superior pre-aortic lymph node group,0
FMA (3.2),281250, Superior pre-aortic lymph node group proper, Superior pre-aortic lymph node group proper,0
FMA (3.2),278410, Superior pre-aortic lymphatic chain, Superior pre-aortic lymphatic chain,0
FMA (3.2),281268, Superior pre-aortic proper lymph node, Superior pre-aortic proper lymph node,0
FMA (3.2),49908, Superior pulmonary vein, Superior pulmonary vein,0
FMA (3.2),14832, Superior rectal artery, Superior rectal artery,0
FMA (3.2),16622, Superior rectal lymph node, Superior rectal lymph node,0
FMA (3.2),71816, Superior rectal lymph node group, Superior rectal lymph node group,0
FMA (3.2),277999, Superior rectal lymphatic chain, Superior rectal lymphatic chain,0
FMA (3.2),15393, Superior rectal vein, Superior rectal vein,0
FMA (3.2),49035, Superior rectus, Superior rectus,0
FMA (3.2),236417, Superior region of breast, Superior region of breast,0
FMA (3.2),236639, Superior region of left breast, Superior region of left breast,0
FMA (3.2),236637, Superior region of right breast, Superior region of right breast,0
FMA (3.2),233306, Superior segmental bronchus lymph node group, Superior segmental bronchus lymph node group,0
FMA (3.2),13445, Superior segmental vein, Superior segmental vein,0
FMA (3.2),65304, Superior subscapular nerve, Superior subscapular nerve,0
FMA (3.2),82672, Superior systemic venous tree, Superior systemic venous tree,0
FMA (3.2),61905, Superior temporal gyrus, Superior temporal gyrus,0
FMA (3.2),51104, Superior temporal vein, Superior temporal vein,0
FMA (3.2),50997, Superior thalamostriate vein, Superior thalamostriate vein,0
FMA (3.2),75627, Superior tributary of tracheobronchial lymphatic chain, Superior tributary of tracheobronchial lymphatic chain,0
FMA (3.2),51230, Superior vein of vermis, Superior vein of vermis,0
FMA (3.2),4720, Superior Vena Cava, Superior vena cava,0
FMA (3.2),71847, Superolateral superficial inguinal lymph node group, Superolateral superficial inguinal lymph node group,0
FMA (3.2),71846, Superomedial superficial inguinal lymph node group, Superomedial superficial inguinal lymph node group,0
FMA (3.2),38512, Supinator, Supinator,0
FMA (3.2),224222, Supra-auricular part of head, Supra-auricular part of head,0
FMA (3.2),61920, Supracallosal gyrus, Supracallosal gyrus,0
FMA (3.2),65414, Supraclavicular nerve, Supraclavicular nerve,0
FMA (3.2),70438, Supraduodenal artery, Supraduodenal artery,0
FMA (3.2),55476, Supraglottic part of larynx, Supraglottic part of larynx,0
FMA (3.2),46290, Suprahyoid muscle, Suprahyoid muscle,0
FMA (3.2),12785, Supramammary lymph node, Supramammary lymph node,0
FMA (3.2),234376, Supramandibular lymph node, Supramandibular lymph node,0
FMA (3.2),223834, Supramandibular lymphatic chain, Supramandibular lymphatic chain,0
FMA (3.2),12253, Suprapatellar bursa, Suprapatellar bursa,0
FMA (3.2),277452, Suprapyloric lymph node group, Suprapyloric lymph node group,0
FMA (3.2),277971, Suprapyloric lymphatic chain, Suprapyloric lymphatic chain,0
FMA (3.2),14348, Suprarenal vein, Suprarenal vein,0
FMA (3.2),37025, Suprascapular nerve, Suprascapular nerve,0
FMA (3.2),9629, Supraspinatus, Supraspinatus,0
FMA (3.2),46447, Suprasternal compartment, Suprasternal compartment,0
FMA (3.2),265674, Suprasternal lymphatic chain, Suprasternal lymphatic chain,0
FMA (3.2),84957, Suprasternal space, Suprasternal space,0
FMA (3.2),44316, Supratrochlear lymph node, Supratrochlear lymph node,0
FMA (3.2),229138, Supratrochlear lymphatic chain, Supratrochlear lymphatic chain,0
FMA (3.2),77055, Supravaginal part of cervix, Supravaginal part of cervix,0
FMA (3.2),59327, Sutural bone, Sutural bone,0
FMA (3.2),6258, Sympathetic trunk, Sympathetic trunk,0
FMA (3.2),7498, Symphysis, Symphysis,0
FMA (3.2),9692, Synovial bursa, Synovial bursa,0
FMA (3.2),258851, Synovial capsule of glenohumeral joint, Synovial capsule of glenohumeral joint,0
FMA (3.2),256694, Synovial capsule of joint, Synovial capsule of joint,0
FMA (3.2),64835, Synovial capsule of knee joint, Synovial capsule of knee joint,0
FMA (3.2),264841, Synovial capsule of left glenohumeral joint, Synovial capsule of left glenohumeral joint,0
FMA (3.2),75180, Synovial capsule of left knee joint, Synovial capsule of left knee joint,0
FMA (3.2),264842, Synovial capsule of right glenohumeral joint, Synovial capsule of right glenohumeral joint,0
FMA (3.2),75179, Synovial capsule of right knee joint, Synovial capsule of right knee joint,0
FMA (3.2),7501, Synovial joint, Synovial joint,0
FMA (3.2),258776, Synovial joint of free limb segment, Synovial joint of free limb segment,0
FMA (3.2),35243, Synovial joint of pectoral girdle, Synovial joint of pectoral girdle,0
FMA (3.2),35173, Synovial joint of pelvic girdle, Synovial joint of pelvic girdle,0
FMA (3.2),66760, Synovial sac, Synovial sac,0
FMA (3.2),45087, Synovial tendon sheath, Synovial tendon sheath,0
FMA (3.2),42193, Synovial tendon sheath of abductor pollicis longus and extensor , Synovial tendon sheath of abductor pollicis longus and extensor ,0
FMA (3.2),45152, Synovial tendon sheath of big toe, Synovial tendon sheath of big toe,0
FMA (3.2),40864, Synovial tendon sheath of extensor carpi radialis longus and ext, Synovial tendon sheath of extensor carpi radialis longus and ext,0
FMA (3.2),40867, Synovial tendon sheath of extensor carpi ulnaris, Synovial tendon sheath of extensor carpi ulnaris,0
FMA (3.2),40866, Synovial tendon sheath of extensor digiti minimi, Synovial tendon sheath of extensor digiti minimi,0
FMA (3.2),42196, Synovial tendon sheath of extensor digitorum and extensor indici, Synovial tendon sheath of extensor digitorum and extensor indici,0
FMA (3.2),45106, Synovial tendon sheath of extensor digitorum longus, Synovial tendon sheath of extensor digitorum longus,0
FMA (3.2),45103, Synovial tendon sheath of extensor hallucis longus, Synovial tendon sheath of extensor hallucis longus,0
FMA (3.2),40865, Synovial tendon sheath of extensor pollicis longus, Synovial tendon sheath of extensor pollicis longus,0
FMA (3.2),45089, Synovial tendon sheath of finger, Synovial tendon sheath of finger,0
FMA (3.2),40855, Synovial tendon sheath of flexor carpi radialis, Synovial tendon sheath of flexor carpi radialis,0
FMA (3.2),45110, Synovial tendon sheath of flexor digitorum longus, Synovial tendon sheath of flexor digitorum longus,0
FMA (3.2),45116, Synovial tendon sheath of flexor hallucis longus, Synovial tendon sheath of flexor hallucis longus,0
FMA (3.2),40854, Synovial tendon sheath of flexor pollicis longus, Synovial tendon sheath of flexor pollicis longus,0
FMA (3.2),45088, Synovial tendon sheath of foot, Synovial tendon sheath of foot,0
FMA (3.2),45145, Synovial tendon sheath of fourth toe, Synovial tendon sheath of fourth toe,0
FMA (3.2),40857, Synovial tendon sheath of hand, Synovial tendon sheath of hand,0
FMA (3.2),42641, Synovial tendon sheath of index finger, Synovial tendon sheath of index finger,0
FMA (3.2),42195, Synovial tendon sheath of left abductor pollicis longus and left, Synovial tendon sheath of left abductor pollicis longus and left,0
FMA (3.2),45156, Synovial tendon sheath of left big toe, Synovial tendon sheath of left big toe,0
FMA (3.2),40869, Synovial tendon sheath of left extensor carpi radialis longus an, Synovial tendon sheath of left extensor carpi radialis longus an,0
FMA (3.2),40875, Synovial tendon sheath of left extensor carpi ulnaris, Synovial tendon sheath of left extensor carpi ulnaris,0
FMA (3.2),40873, Synovial tendon sheath of left extensor digiti minimi, Synovial tendon sheath of left extensor digiti minimi,0
FMA (3.2),42198, Synovial tendon sheath of left extensor digitorum and left exten, Synovial tendon sheath of left extensor digitorum and left exten,0
FMA (3.2),45108, Synovial tendon sheath of left extensor digitorum longus, Synovial tendon sheath of left extensor digitorum longus,0
FMA (3.2),45105, Synovial tendon sheath of left extensor hallucis longus, Synovial tendon sheath of left extensor hallucis longus,0
FMA (3.2),40871, Synovial tendon sheath of left extensor pollicis longus, Synovial tendon sheath of left extensor pollicis longus,0
FMA (3.2),40861, Synovial tendon sheath of left flexor carpi radialis, Synovial tendon sheath of left flexor carpi radialis,0
FMA (3.2),45112, Synovial tendon sheath of left flexor digitorum longus, Synovial tendon sheath of left flexor digitorum longus,0
FMA (3.2),45118, Synovial tendon sheath of left flexor hallucis longus, Synovial tendon sheath of left flexor hallucis longus,0
FMA (3.2),40859, Synovial tendon sheath of left flexor pollicis longus, Synovial tendon sheath of left flexor pollicis longus,0
FMA (3.2),45147, Synovial tendon sheath of left fourth toe, Synovial tendon sheath of left fourth toe,0
FMA (3.2),42649, Synovial tendon sheath of left index finger, Synovial tendon sheath of left index finger,0
FMA (3.2),45094, Synovial tendon sheath of left little finger, Synovial tendon sheath of left little finger,0
FMA (3.2),45150, Synovial tendon sheath of left little toe, Synovial tendon sheath of left little toe,0
FMA (3.2),42700, Synovial tendon sheath of left middle finger, Synovial tendon sheath of left middle finger,0
FMA (3.2),42651, Synovial tendon sheath of left ring finger, Synovial tendon sheath of left ring finger,0
FMA (3.2),45141, Synovial tendon sheath of left second toe, Synovial tendon sheath of left second toe,0
FMA (3.2),49076, Synovial tendon sheath of left superior oblique, Synovial tendon sheath of left superior oblique,0
FMA (3.2),45144, Synovial tendon sheath of left third toe, Synovial tendon sheath of left third toe,0
FMA (3.2),45102, Synovial tendon sheath of left tibialis anterior, Synovial tendon sheath of left tibialis anterior,0
FMA (3.2),45115, Synovial tendon sheath of left tibialis posterior, Synovial tendon sheath of left tibialis posterior,0
FMA (3.2),45092, Synovial tendon sheath of little finger, Synovial tendon sheath of little finger,0
FMA (3.2),45148, Synovial tendon sheath of little toe, Synovial tendon sheath of little toe,0
FMA (3.2),42643, Synovial tendon sheath of middle finger, Synovial tendon sheath of middle finger,0
FMA (3.2),42194, Synovial tendon sheath of right abductor pollicis longus and rig, Synovial tendon sheath of right abductor pollicis longus and rig,0
FMA (3.2),45154, Synovial tendon sheath of right big toe, Synovial tendon sheath of right big toe,0
FMA (3.2),40868, Synovial tendon sheath of right extensor carpi radialis longus a, Synovial tendon sheath of right extensor carpi radialis longus a,0
FMA (3.2),40874, Synovial tendon sheath of right extensor carpi ulnaris, Synovial tendon sheath of right extensor carpi ulnaris,0
FMA (3.2),40872, Synovial tendon sheath of right extensor digiti minimi, Synovial tendon sheath of right extensor digiti minimi,0
FMA (3.2),42197, Synovial tendon sheath of right extensor digitorum and right ext, Synovial tendon sheath of right extensor digitorum and right ext,0
FMA (3.2),45107, Synovial tendon sheath of right extensor digitorum longus, Synovial tendon sheath of right extensor digitorum longus,0
FMA (3.2),45104, Synovial tendon sheath of right extensor hallucis longus, Synovial tendon sheath of right extensor hallucis longus,0
FMA (3.2),40870, Synovial tendon sheath of right extensor pollicis longus, Synovial tendon sheath of right extensor pollicis longus,0
FMA (3.2),40860, Synovial tendon sheath of right flexor carpi radialis, Synovial tendon sheath of right flexor carpi radialis,0
FMA (3.2),45111, Synovial tendon sheath of right flexor digitorum longus, Synovial tendon sheath of right flexor digitorum longus,0
FMA (3.2),45117, Synovial tendon sheath of right flexor hallucis longus, Synovial tendon sheath of right flexor hallucis longus,0
FMA (3.2),40858, Synovial tendon sheath of right flexor pollicis longus, Synovial tendon sheath of right flexor pollicis longus,0
FMA (3.2),45146, Synovial tendon sheath of right fourth toe, Synovial tendon sheath of right fourth toe,0
FMA (3.2),42648, Synovial tendon sheath of right index finger, Synovial tendon sheath of right index finger,0
FMA (3.2),45093, Synovial tendon sheath of right little finger, Synovial tendon sheath of right little finger,0
FMA (3.2),45149, Synovial tendon sheath of right little toe, Synovial tendon sheath of right little toe,0
FMA (3.2),42699, Synovial tendon sheath of right middle finger, Synovial tendon sheath of right middle finger,0
FMA (3.2),42650, Synovial tendon sheath of right ring finger, Synovial tendon sheath of right ring finger,0
FMA (3.2),45140, Synovial tendon sheath of right second toe, Synovial tendon sheath of right second toe,0
FMA (3.2),49075, Synovial tendon sheath of right superior oblique, Synovial tendon sheath of right superior oblique,0
FMA (3.2),45143, Synovial tendon sheath of right third toe, Synovial tendon sheath of right third toe,0
FMA (3.2),45101, Synovial tendon sheath of right tibialis anterior, Synovial tendon sheath of right tibialis anterior,0
FMA (3.2),45114, Synovial tendon sheath of right tibialis posterior, Synovial tendon sheath of right tibialis posterior,0
FMA (3.2),42644, Synovial tendon sheath of ring finger, Synovial tendon sheath of ring finger,0
FMA (3.2),45139, Synovial tendon sheath of second toe, Synovial tendon sheath of second toe,0
FMA (3.2),49074, Synovial tendon sheath of superior oblique, Synovial tendon sheath of superior oblique,0
FMA (3.2),45142, Synovial tendon sheath of third toe, Synovial tendon sheath of third toe,0
FMA (3.2),45100, Synovial tendon sheath of tibialis anterior, Synovial tendon sheath of tibialis anterior,0
FMA (3.2),45113, Synovial tendon sheath of tibialis posterior, Synovial tendon sheath of tibialis posterior,0
FMA (3.2),45095, Synovial tendon sheath of toe, Synovial tendon sheath of toe,0
FMA (3.2),49894, Systemic arterial tree, Systemic arterial tree,0
FMA (3.2),269096, Systemic arterial tree of female human body, Systemic arterial tree of female human body,0
FMA (3.2),269094, Systemic arterial tree of male human body, Systemic arterial tree of male human body,0
FMA (3.2),49918, Systemic arterial trunk, Systemic arterial trunk,0
FMA (3.2),66464, Systemic artery, Systemic artery,0
FMA (3.2),66644, Systemic vein, Systemic vein,0
FMA (3.2),49895, Systemic venous tree organ, Systemic venous tree organ,0
FMA (3.2),62421, T1 segment, T1 segment,0
FMA (3.2),52529, T1 segment of esophagus, T1 segment of esophagus,0
FMA (3.2),71176, T10 segment, T10 segment,0
FMA (3.2),52537, T10 segment of esophagus, T10 segment of esophagus,0
FMA (3.2),71177, T11 segment, T11 segment,0
FMA (3.2),71178, T12 segment, T12 segment,0
FMA (3.2),62422, T2 segment, T2 segment,0
FMA (3.2),52530, T2 segment of esophagus, T2 segment of esophagus,0
FMA (3.2),71169, T3 segment, T3 segment,0
FMA (3.2),52527, T3 segment of esophagus, T3 segment of esophagus,0
FMA (3.2),71170, T4 segment, T4 segment,0
FMA (3.2),52531, T4 segment of esophagus, T4 segment of esophagus,0
FMA (3.2),71171, T5 segment, T5 segment,0
FMA (3.2),52532, T5 segment of esophagus, T5 segment of esophagus,0
FMA (3.2),71172, T6 segment, T6 segment,0
FMA (3.2),52533, T6 segment of esophagus, T6 segment of esophagus,0
FMA (3.2),71173, T7 segment, T7 segment,0
FMA (3.2),52534, T7 segment of esophagus, T7 segment of esophagus,0
FMA (3.2),71174, T8 segment, T8 segment,0
FMA (3.2),61768, T8 segment of esophagus, T8 segment of esophagus,0
FMA (3.2),71175, T9 segment, T9 segment,0
FMA (3.2),52536, T9 segment of esophagus, T9 segment of esophagus,0
FMA (3.2),14519, Tail of pancreas, Tail of pancreas,0
FMA (3.2),9708, Talus, Talus,0
FMA (3.2),24491, Tarsal bone, Tarsal bone,0
FMA (3.2),77488, Tectal plate, Tectal plate,0
FMA (3.2),46450, Temple, Temple,0
FMA (3.2),52737, Temporal bone, Temporal bone,0
FMA (3.2),61825, Temporal Lobe, Temporal lobe,0
FMA (3.2),72972, Temporal Lobe Left, Left temporal lobe,0
FMA (3.2),72971, Temporal Lobe Right, Right temporal lobe,0
FMA (3.2),63867, Temporal part of head, Temporal part of head,0
FMA (3.2),51302, Temporal vein, Temporal vein,0
FMA (3.2),49006, Temporalis, Temporalis,0
FMA (3.2),54832, Temporomandibular Joint, Temporomandibular joint,0
FMA (3.2),54834, Temporomandibular Joint Left, Left temporomandibular joint,0
FMA (3.2),54833, Temporomandibular Joint Right, Right temporomandibular joint,0
FMA (3.2),22423, Tensor fasciae latae, Tensor fasciae latae,0
FMA (3.2),49028, Tensor tympani, Tensor tympani,0
FMA (3.2),46730, Tensor veli palatini, Tensor veli palatini,0
FMA (3.2),46367, Tenth external intercostal muscle, Tenth external intercostal muscle,0
FMA (3.2),71160, Tenth innermost intercostal muscle, Tenth innermost intercostal muscle,0
FMA (3.2),234448, Tenth intercostal lymph node, Tenth intercostal lymph node,0
FMA (3.2),223987, Tenth intercostal lymphatic chain, Tenth intercostal lymphatic chain,0
FMA (3.2),46378, Tenth internal intercostal muscle, Tenth internal intercostal muscle,0
FMA (3.2),82363, Tenth levator costae, Tenth levator costae,0
FMA (3.2),8418, Tenth rib, Tenth rib,0
FMA (3.2),22902, Tenth thoracic intertransversarius, Tenth thoracic intertransversarius,0
FMA (3.2),6309, Tenth thoracic nerve, Tenth thoracic nerve,0
FMA (3.2),81504, Tenth thoracic rotator, Tenth thoracic rotator,0
FMA (3.2),10037, Tenth thoracic vertebra, Tenth thoracic vertebra,0
FMA (3.2),10045, Tenth thoracic vertebral arch, Tenth thoracic vertebral arch,0
FMA (3.2),32549, Teres major, Teres major,0
FMA (3.2),32550, Teres minor, Teres minor,0
FMA (3.2),14344, Testicular vein, Testicular vein,0
FMA (3.2),7210, Testis, Testis,0
FMA (3.2),7212, Testis Left, Left testis,0
FMA (3.2),7211, Testis Right, Right testis,0
FMA (3.2),258745, Thalamic complex, Thalamic complex,0
FMA (3.2),62007, Thalamus, Thalamus,0
FMA (3.2),83720, Thecal Sac, Lumbar cistern,0
FMA (3.2),64916, Thenar muscle, Thenar muscle,0
FMA (3.2),22904, Third anterior cervical intertransversarius, Third anterior cervical intertransversarius,0
FMA (3.2),6444, Third cervical nerve, Third cervical nerve,0
FMA (3.2),12521, Third cervical vertebra, Third cervical vertebra,0
FMA (3.2),24237, Third cervical vertebral arch, Third cervical vertebral arch,0
FMA (3.2),35497, Third coccygeal vertebra, Third coccygeal vertebra,0
FMA (3.2),37728, Third dorsal interosseous of foot, Third dorsal interosseous of foot,0
FMA (3.2),37426, Third dorsal interosseous of hand, Third dorsal interosseous of hand,0
FMA (3.2),37735, Third dorsal interosseous of left foot, Third dorsal interosseous of left foot,0
FMA (3.2),37431, Third dorsal interosseous of left hand, Third dorsal interosseous of left hand,0
FMA (3.2),37734, Third dorsal interosseous of right foot, Third dorsal interosseous of right foot,0
FMA (3.2),37430, Third dorsal interosseous of right hand, Third dorsal interosseous of right hand,0
FMA (3.2),46360, Third external intercostal muscle, Third external intercostal muscle,0
FMA (3.2),71139, Third innermost intercostal muscle, Third innermost intercostal muscle,0
FMA (3.2),234406, Third intercostal lymph node, Third intercostal lymph node,0
FMA (3.2),223945, Third intercostal lymphatic chain, Third intercostal lymphatic chain,0
FMA (3.2),46371, Third internal intercostal muscle, Third internal intercostal muscle,0
FMA (3.2),81596, Third interspinalis cervicis, Third interspinalis cervicis,0
FMA (3.2),81612, Third interspinalis lumborum, Third interspinalis lumborum,0
FMA (3.2),81573, Third lateral lumbar intertransversarius, Third lateral lumbar intertransversarius,0
FMA (3.2),82356, Third levator costae, Third levator costae,0
FMA (3.2),6414, Third lumbar nerve, Third lumbar nerve,0
FMA (3.2),6922, Third lumbar splanchnic nerve, Third lumbar splanchnic nerve,0
FMA (3.2),13074, Third lumbar vertebra, Third lumbar vertebra,0
FMA (3.2),37481, Third lumbrical of foot, Third lumbrical of foot,0
FMA (3.2),37406, Third lumbrical of hand, Third lumbrical of hand,0
FMA (3.2),37486, Third lumbrical of left foot, Third lumbrical of left foot,0
FMA (3.2),37413, Third lumbrical of left hand, Third lumbrical of left hand,0
FMA (3.2),37485, Third lumbrical of right foot, Third lumbrical of right foot,0
FMA (3.2),37412, Third lumbrical of right hand, Third lumbrical of right hand,0
FMA (3.2),22896, Third medial lumbar intertransversarius, Third medial lumbar intertransversarius,0
FMA (3.2),23901, Third metacarpal bone, Third metacarpal bone,0
FMA (3.2),24504, Third metatarsal bone, Third metatarsal bone,0
FMA (3.2),37438, Third palmar interosseous of hand, Third palmar interosseous of hand,0
FMA (3.2),37443, Third palmar interosseous of left hand, Third palmar interosseous of left hand,0
FMA (3.2),37442, Third palmar interosseous of right hand, Third palmar interosseous of right hand,0
FMA (3.2),37740, Third plantar interosseous of foot, Third plantar interosseous of foot,0
FMA (3.2),37742, Third plantar interosseous of left foot, Third plantar interosseous of left foot,0
FMA (3.2),37741, Third plantar interosseous of right foot, Third plantar interosseous of right foot,0
FMA (3.2),81531, Third posterior cervical intertransversarius, Third posterior cervical intertransversarius,0
FMA (3.2),7638, Third rib, Third rib,0
FMA (3.2),6425, Third sacral nerve, Third sacral nerve,0
FMA (3.2),13079, Third sacral vertebra, Third sacral vertebra,0
FMA (3.2),6171, Third thoracic nerve, Third thoracic nerve,0
FMA (3.2),81497, Third thoracic rotator, Third thoracic rotator,0
FMA (3.2),9209, Third thoracic vertebra, Third thoracic vertebra,0
FMA (3.2),9218, Third thoracic vertebral arch, Third thoracic vertebral arch,0
FMA (3.2),3786, Thoracic aorta, Thoracic aorta,0
FMA (3.2),223649, Thoracic duct tree, Thoracic duct tree,0
FMA (3.2),22853, Thoracic intertransversarius, Thoracic intertransversarius,0
FMA (3.2),71758, Thoracic lymph node group, Thoracic lymph node group,0
FMA (3.2),5860, Thoracic nerve, Thoracic nerve,0
FMA (3.2),9396, Thoracic part of esophagus, Thoracic part of esophagus,0
FMA (3.2),23083, Thoracic rotator, Thoracic rotator,0
FMA (3.2),71167, Thoracic segment of spinal cord, Thoracic segment of spinal cord,0
FMA (3.2),6280, Thoracic splanchnic nerve, Thoracic splanchnic nerve,0
FMA (3.2),256655, Thoracic subsegment of spinal cord, Thoracic subsegment of spinal cord,0
